Ticker,Company,Index Fund
MMM,3M,US S&P 500
AOS,A. O. Smith,US S&P 500
ABT,Abbott,US S&P 500
ABBV,AbbVie,US S&P 500
ACN,Accenture,US S&P 500
ATVI,Activision Blizzard,US S&P 500
ADM,ADM,US S&P 500
ADBE,Adobe Inc.,US S&P 500
ADP,ADP,US S&P 500
AAP,Advance Auto Parts,US S&P 500
AES,AES Corporation,US S&P 500
AFL,Aflac,US S&P 500
A,Agilent Technologies,US S&P 500
APD,Air Products and Chemicals,US S&P 500
AKAM,Akamai,US S&P 500
ALK,Alaska Air Group,US S&P 500
ALB,Albemarle Corporation,US S&P 500
ARE,Alexandria Real Estate Equities,US S&P 500
ALGN,Align Technology,US S&P 500
ALLE,Allegion,US S&P 500
LNT,Alliant Energy,US S&P 500
ALL,Allstate,US S&P 500
GOOGL,Alphabet Inc. (Class A),US S&P 500
GOOG,Alphabet Inc. (Class C),US S&P 500
MO,Altria,US S&P 500
AMZN,Amazon,US S&P 500
AMCR,Amcor,US S&P 500
AMD,AMD,US S&P 500
AEE,Ameren,US S&P 500
AAL,American Airlines Group,US S&P 500
AEP,American Electric Power,US S&P 500
AXP,American Express,US S&P 500
AIG,American International Group,US S&P 500
AMT,American Tower,US S&P 500
AWK,American Water Works,US S&P 500
AMP,Ameriprise Financial,US S&P 500
ABC,AmerisourceBergen,US S&P 500
AME,Ametek,US S&P 500
AMGN,Amgen,US S&P 500
APH,Amphenol,US S&P 500
ADI,Analog Devices,US S&P 500
ANSS,Ansys,US S&P 500
AON,Aon,US S&P 500
APA,APA Corporation,US S&P 500
AAPL,Apple Inc.,US S&P 500
AMAT,Applied Materials,US S&P 500
APTV,Aptiv,US S&P 500
ACGL,Arch Capital Group,US S&P 500
ANET,Arista Networks,US S&P 500
AJG,Arthur J. Gallagher & Co.,US S&P 500
AIZ,Assurant,US S&P 500
T,AT&T,US S&P 500
ATO,Atmos Energy,US S&P 500
ADSK,Autodesk,US S&P 500
AZO,AutoZone,US S&P 500
AVB,AvalonBay Communities,US S&P 500
AVY,Avery Dennison,US S&P 500
AXON,Axon Enterprise,US S&P 500
BKR,Baker Hughes,US S&P 500
BALL,Ball Corporation,US S&P 500
BAC,Bank of America,US S&P 500
BBWI,"Bath & Body Works, Inc.",US S&P 500
BAX,Baxter International,US S&P 500
BDX,Becton Dickinson,US S&P 500
WRB,Berkley,US S&P 500
BRK.B,Berkshire Hathaway,US S&P 500
BBY,Best Buy,US S&P 500
BIO,Bio-Rad,US S&P 500
TECH,Bio-Techne,US S&P 500
BIIB,Biogen,US S&P 500
BLK,BlackRock,US S&P 500
BK,BNY Mellon,US S&P 500
BA,Boeing,US S&P 500
BKNG,Booking Holdings,US S&P 500
BWA,BorgWarner,US S&P 500
BXP,Boston Properties,US S&P 500
BSX,Boston Scientific,US S&P 500
BMY,Bristol Myers Squibb,US S&P 500
AVGO,Broadcom Inc.,US S&P 500
BR,Broadridge Financial Solutions,US S&P 500
BRO,Brown & Brown,US S&P 500
BF.B,Brown–Forman,US S&P 500
BG,Bunge Limited,US S&P 500
CHRW,C.H. Robinson,US S&P 500
CDNS,Cadence Design Systems,US S&P 500
CZR,Caesars Entertainment,US S&P 500
CPT,Camden Property Trust,US S&P 500
CPB,Campbell Soup Company,US S&P 500
COF,Capital One,US S&P 500
CAH,Cardinal Health,US S&P 500
KMX,CarMax,US S&P 500
CCL,Carnival,US S&P 500
CARR,Carrier Global,US S&P 500
CTLT,Catalent,US S&P 500
CAT,Caterpillar Inc.,US S&P 500
CBOE,Cboe Global Markets,US S&P 500
CBRE,CBRE Group,US S&P 500
CDW,CDW,US S&P 500
CE,Celanese,US S&P 500
CNC,Centene Corporation,US S&P 500
CNP,CenterPoint Energy,US S&P 500
CDAY,Ceridian,US S&P 500
CF,CF Industries,US S&P 500
CRL,Charles River Laboratories,US S&P 500
SCHW,Charles Schwab Corporation,US S&P 500
CHTR,Charter Communications,US S&P 500
CVX,Chevron Corporation,US S&P 500
CMG,Chipotle Mexican Grill,US S&P 500
CB,Chubb Limited,US S&P 500
CHD,Church & Dwight,US S&P 500
CI,Cigna,US S&P 500
CINF,Cincinnati Financial,US S&P 500
CTAS,Cintas,US S&P 500
CSCO,Cisco,US S&P 500
C,Citigroup,US S&P 500
CFG,Citizens Financial Group,US S&P 500
CLX,Clorox,US S&P 500
CME,CME Group,US S&P 500
CMS,CMS Energy,US S&P 500
KO,Coca-Cola Company (The),US S&P 500
CTSH,Cognizant,US S&P 500
CL,Colgate-Palmolive,US S&P 500
CMCSA,Comcast,US S&P 500
CMA,Comerica,US S&P 500
CAG,Conagra Brands,US S&P 500
COP,ConocoPhillips,US S&P 500
ED,Consolidated Edison,US S&P 500
STZ,Constellation Brands,US S&P 500
CEG,Constellation Energy,US S&P 500
COO,CooperCompanies,US S&P 500
CPRT,Copart,US S&P 500
GLW,Corning Inc.,US S&P 500
CTVA,Corteva,US S&P 500
CSGP,CoStar Group,US S&P 500
COST,Costco,US S&P 500
CTRA,Coterra,US S&P 500
CCI,Crown Castle,US S&P 500
CSX,CSX,US S&P 500
CMI,Cummins,US S&P 500
CVS,CVS Health,US S&P 500
DHI,D.R. Horton,US S&P 500
DHR,Danaher Corporation,US S&P 500
DRI,Darden Restaurants,US S&P 500
DVA,DaVita Inc.,US S&P 500
DE,John Deere,US S&P 500
DAL,Delta Air Lines,US S&P 500
XRAY,Dentsply Sirona,US S&P 500
DVN,Devon Energy,US S&P 500
DXCM,Dexcom,US S&P 500
FANG,Diamondback Energy,US S&P 500
DLR,Digital Realty,US S&P 500
DFS,Discover Financial,US S&P 500
DISH,Dish Network,US S&P 500
DIS,Disney,US S&P 500
DG,Dollar General,US S&P 500
DLTR,Dollar Tree,US S&P 500
D,Dominion Energy,US S&P 500
DPZ,Domino's,US S&P 500
DOV,Dover Corporation,US S&P 500
DOW,Dow Inc.,US S&P 500
DTE,DTE Energy,US S&P 500
DUK,Duke Energy,US S&P 500
DD,DuPont,US S&P 500
DXC,DXC Technology,US S&P 500
EMN,Eastman Chemical Company,US S&P 500
ETN,Eaton Corporation,US S&P 500
EBAY,eBay,US S&P 500
ECL,Ecolab,US S&P 500
EIX,Edison International,US S&P 500
EW,Edwards Lifesciences,US S&P 500
EA,Electronic Arts,US S&P 500
ELV,Elevance Health,US S&P 500
LLY,Eli Lilly and Company,US S&P 500
EMR,Emerson Electric,US S&P 500
ENPH,Enphase,US S&P 500
ETR,Entergy,US S&P 500
EOG,EOG Resources,US S&P 500
EPAM,EPAM Systems,US S&P 500
EQT,EQT,US S&P 500
EFX,Equifax,US S&P 500
EQIX,Equinix,US S&P 500
EQR,Equity Residential,US S&P 500
ESS,Essex Property Trust,US S&P 500
EL,Estée Lauder Companies (The),US S&P 500
ETSY,Etsy,US S&P 500
RE,Everest Re,US S&P 500
EVRG,Evergy,US S&P 500
ES,Eversource,US S&P 500
EXC,Exelon,US S&P 500
EXPE,Expedia Group,US S&P 500
EXPD,Expeditors International,US S&P 500
EXR,Extra Space Storage,US S&P 500
XOM,ExxonMobil,US S&P 500
FFIV,"F5, Inc.",US S&P 500
FDS,FactSet,US S&P 500
FICO,Fair Isaac,US S&P 500
FAST,Fastenal,US S&P 500
FRT,Federal Realty,US S&P 500
FDX,FedEx,US S&P 500
FITB,Fifth Third Bank,US S&P 500
FSLR,First Solar,US S&P 500
FE,FirstEnergy,US S&P 500
FIS,FIS,US S&P 500
FISV,Fiserv,US S&P 500
FLT,Fleetcor,US S&P 500
FMC,FMC Corporation,US S&P 500
F,Ford Motor Company,US S&P 500
FTNT,Fortinet,US S&P 500
FTV,Fortive,US S&P 500
FOXA,Fox Corporation (Class A),US S&P 500
FOX,Fox Corporation (Class B),US S&P 500
BEN,Franklin Templeton,US S&P 500
FCX,Freeport-McMoRan,US S&P 500
GRMN,Garmin,US S&P 500
IT,Gartner,US S&P 500
GEHC,GE HealthCare,US S&P 500
GEN,Gen Digital,US S&P 500
GNRC,Generac,US S&P 500
GD,General Dynamics,US S&P 500
GE,General Electric,US S&P 500
GIS,General Mills,US S&P 500
GM,General Motors,US S&P 500
GPC,Genuine Parts Company,US S&P 500
GILD,Gilead Sciences,US S&P 500
GL,Globe Life,US S&P 500
GPN,Global Payments,US S&P 500
GS,Goldman Sachs,US S&P 500
HAL,Halliburton,US S&P 500
HIG,Hartford (The),US S&P 500
HAS,Hasbro,US S&P 500
HCA,HCA Healthcare,US S&P 500
PEAK,Healthpeak,US S&P 500
HSIC,Henry Schein,US S&P 500
HSY,Hershey's,US S&P 500
HES,Hess Corporation,US S&P 500
HPE,Hewlett Packard Enterprise,US S&P 500
HLT,Hilton Worldwide,US S&P 500
HOLX,Hologic,US S&P 500
HD,Home Depot (The),US S&P 500
HON,Honeywell,US S&P 500
HRL,Hormel Foods,US S&P 500
HST,Host Hotels & Resorts,US S&P 500
HWM,Howmet Aerospace,US S&P 500
HPQ,HP Inc.,US S&P 500
HUM,Humana,US S&P 500
HBAN,Huntington Bancshares,US S&P 500
HII,Huntington Ingalls Industries,US S&P 500
IBM,IBM,US S&P 500
IEX,IDEX Corporation,US S&P 500
IDXX,Idexx Laboratories,US S&P 500
ITW,Illinois Tool Works,US S&P 500
ILMN,Illumina,US S&P 500
INCY,Incyte,US S&P 500
IR,Ingersoll Rand,US S&P 500
PODD,Insulet,US S&P 500
INTC,Intel,US S&P 500
ICE,Intercontinental Exchange,US S&P 500
IFF,International Flavors & Fragrances,US S&P 500
IP,International Paper,US S&P 500
IPG,Interpublic Group of Companies (The),US S&P 500
INTU,Intuit,US S&P 500
ISRG,Intuitive Surgical,US S&P 500
IVZ,Invesco,US S&P 500
INVH,Invitation Homes,US S&P 500
IQV,IQVIA,US S&P 500
IRM,Iron Mountain,US S&P 500
JBHT,J.B. Hunt,US S&P 500
JKHY,Jack Henry & Associates,US S&P 500
J,Jacobs Solutions,US S&P 500
JNJ,Johnson & Johnson,US S&P 500
JCI,Johnson Controls,US S&P 500
JPM,JPMorgan Chase,US S&P 500
JNPR,Juniper Networks,US S&P 500
K,Kellogg's,US S&P 500
KDP,Keurig Dr Pepper,US S&P 500
KEY,KeyCorp,US S&P 500
KEYS,Keysight,US S&P 500
KMB,Kimberly-Clark,US S&P 500
KIM,Kimco Realty,US S&P 500
KMI,Kinder Morgan,US S&P 500
KLAC,KLA Corporation,US S&P 500
KHC,Kraft Heinz,US S&P 500
KR,Kroger,US S&P 500
LHX,L3Harris,US S&P 500
LH,LabCorp,US S&P 500
LRCX,Lam Research,US S&P 500
LW,Lamb Weston,US S&P 500
LVS,Las Vegas Sands,US S&P 500
LDOS,Leidos,US S&P 500
LEN,Lennar,US S&P 500
LNC,Lincoln Financial,US S&P 500
LIN,Linde plc,US S&P 500
LYV,Live Nation Entertainment,US S&P 500
LKQ,LKQ Corporation,US S&P 500
LMT,Lockheed Martin,US S&P 500
L,Loews Corporation,US S&P 500
LOW,Lowe's,US S&P 500
LYB,LyondellBasell,US S&P 500
MTB,M&T Bank,US S&P 500
MRO,Marathon Oil,US S&P 500
MPC,Marathon Petroleum,US S&P 500
MKTX,MarketAxess,US S&P 500
MAR,Marriott International,US S&P 500
MMC,Marsh McLennan,US S&P 500
MLM,Martin Marietta Materials,US S&P 500
MAS,Masco,US S&P 500
MA,Mastercard,US S&P 500
MTCH,Match Group,US S&P 500
MKC,McCormick & Company,US S&P 500
MCD,McDonald's,US S&P 500
MCK,McKesson,US S&P 500
MDT,Medtronic,US S&P 500
MRK,Merck & Co.,US S&P 500
META,Meta Platforms,US S&P 500
MET,MetLife,US S&P 500
MTD,Mettler Toledo,US S&P 500
MGM,MGM Resorts,US S&P 500
MCHP,Microchip Technology,US S&P 500
MU,Micron Technology,US S&P 500
MSFT,Microsoft,US S&P 500
MAA,Mid-America Apartment Communities,US S&P 500
MRNA,Moderna,US S&P 500
MHK,Mohawk Industries,US S&P 500
MOH,Molina Healthcare,US S&P 500
TAP,Molson Coors Beverage Company,US S&P 500
MDLZ,Mondelez International,US S&P 500
MPWR,Monolithic Power Systems,US S&P 500
MNST,Monster Beverage,US S&P 500
MCO,Moody's Corporation,US S&P 500
MS,Morgan Stanley,US S&P 500
MOS,Mosaic Company (The),US S&P 500
MSI,Motorola Solutions,US S&P 500
MSCI,MSCI,US S&P 500
NDAQ,"Nasdaq, Inc.",US S&P 500
NTAP,NetApp,US S&P 500
NFLX,Netflix,US S&P 500
NWL,Newell Brands,US S&P 500
NEM,Newmont,US S&P 500
NWSA,News Corp (Class A),US S&P 500
NWS,News Corp (Class B),US S&P 500
NEE,NextEra Energy,US S&P 500
NKE,"Nike, Inc.",US S&P 500
NI,NiSource,US S&P 500
NDSN,Nordson Corporation,US S&P 500
NSC,Norfolk Southern Railway,US S&P 500
NTRS,Northern Trust,US S&P 500
NOC,Northrop Grumman,US S&P 500
NCLH,Norwegian Cruise Line Holdings,US S&P 500
NRG,NRG Energy,US S&P 500
NUE,Nucor,US S&P 500
NVDA,Nvidia,US S&P 500
NVR,"NVR, Inc.",US S&P 500
NXPI,NXP Semiconductors,US S&P 500
ORLY,O'Reilly Auto Parts,US S&P 500
OXY,Occidental Petroleum,US S&P 500
ODFL,Old Dominion,US S&P 500
OMC,Omnicom Group,US S&P 500
ON,ON Semiconductor,US S&P 500
OKE,ONEOK,US S&P 500
ORCL,Oracle Corporation,US S&P 500
OGN,Organon & Co.,US S&P 500
OTIS,Otis Worldwide,US S&P 500
PCAR,Paccar,US S&P 500
PKG,Packaging Corporation of America,US S&P 500
PARA,Paramount Global,US S&P 500
PH,Parker Hannifin,US S&P 500
PAYX,Paychex,US S&P 500
PAYC,Paycom,US S&P 500
PYPL,PayPal,US S&P 500
PNR,Pentair,US S&P 500
PEP,PepsiCo,US S&P 500
PFE,Pfizer,US S&P 500
PCG,PG&E Corporation,US S&P 500
PM,Philip Morris International,US S&P 500
PSX,Phillips 66,US S&P 500
PNW,Pinnacle West,US S&P 500
PXD,Pioneer Natural Resources,US S&P 500
PNC,PNC Financial Services,US S&P 500
POOL,Pool Corporation,US S&P 500
PPG,PPG Industries,US S&P 500
PPL,PPL Corporation,US S&P 500
PFG,Principal Financial Group,US S&P 500
PG,Procter & Gamble,US S&P 500
PGR,Progressive Corporation,US S&P 500
PLD,Prologis,US S&P 500
PRU,Prudential Financial,US S&P 500
PEG,Public Service Enterprise Group,US S&P 500
PTC,PTC,US S&P 500
PSA,Public Storage,US S&P 500
PHM,PulteGroup,US S&P 500
QRVO,Qorvo,US S&P 500
PWR,Quanta Services,US S&P 500
QCOM,Qualcomm,US S&P 500
DGX,Quest Diagnostics,US S&P 500
RL,Ralph Lauren Corporation,US S&P 500
RJF,Raymond James,US S&P 500
RTX,Raytheon Technologies,US S&P 500
O,Realty Income,US S&P 500
REG,Regency Centers,US S&P 500
REGN,Regeneron,US S&P 500
RF,Regions Financial Corporation,US S&P 500
RSG,Republic Services,US S&P 500
RMD,ResMed,US S&P 500
RVTY,Revvity,US S&P 500
RHI,Robert Half,US S&P 500
ROK,Rockwell Automation,US S&P 500
ROL,"Rollins, Inc.",US S&P 500
ROP,Roper Technologies,US S&P 500
ROST,Ross Stores,US S&P 500
RCL,Royal Caribbean Group,US S&P 500
SPGI,S&P Global,US S&P 500
CRM,Salesforce,US S&P 500
SBAC,SBA Communications,US S&P 500
SLB,Schlumberger,US S&P 500
STX,Seagate Technology,US S&P 500
SEE,Sealed Air,US S&P 500
SRE,Sempra Energy,US S&P 500
NOW,ServiceNow,US S&P 500
SHW,Sherwin-Williams,US S&P 500
SPG,Simon Property Group,US S&P 500
SWKS,Skyworks Solutions,US S&P 500
SJM,J.M. Smucker Company (The),US S&P 500
SNA,Snap-on,US S&P 500
SEDG,SolarEdge,US S&P 500
SO,Southern Company,US S&P 500
LUV,Southwest Airlines,US S&P 500
SWK,Stanley Black & Decker,US S&P 500
SBUX,Starbucks,US S&P 500
STT,State Street Corporation,US S&P 500
STLD,Steel Dynamics,US S&P 500
STE,Steris,US S&P 500
SYK,Stryker Corporation,US S&P 500
SYF,Synchrony Financial,US S&P 500
SNPS,Synopsys,US S&P 500
SYY,Sysco,US S&P 500
TMUS,T-Mobile US,US S&P 500
TROW,T. Rowe Price,US S&P 500
TTWO,Take-Two Interactive,US S&P 500
TPR,"Tapestry, Inc.",US S&P 500
TRGP,Targa Resources,US S&P 500
TGT,Target Corporation,US S&P 500
TEL,TE Connectivity,US S&P 500
TDY,Teledyne Technologies,US S&P 500
TFX,Teleflex,US S&P 500
TER,Teradyne,US S&P 500
TSLA,"Tesla, Inc.",US S&P 500
TXN,Texas Instruments,US S&P 500
TXT,Textron,US S&P 500
TMO,Thermo Fisher Scientific,US S&P 500
TJX,TJX Companies,US S&P 500
TSCO,Tractor Supply,US S&P 500
TT,Trane Technologies,US S&P 500
TDG,TransDigm Group,US S&P 500
TRV,Travelers Companies (The),US S&P 500
TRMB,Trimble Inc.,US S&P 500
TFC,Truist,US S&P 500
TYL,Tyler Technologies,US S&P 500
TSN,Tyson Foods,US S&P 500
USB,U.S. Bank,US S&P 500
UDR,"UDR, Inc.",US S&P 500
ULTA,Ulta Beauty,US S&P 500
UNP,Union Pacific Corporation,US S&P 500
UAL,United Airlines Holdings,US S&P 500
UPS,United Parcel Service,US S&P 500
URI,United Rentals,US S&P 500
UNH,UnitedHealth Group,US S&P 500
UHS,Universal Health Services,US S&P 500
VLO,Valero Energy,US S&P 500
VTR,Ventas,US S&P 500
VRSN,Verisign,US S&P 500
VRSK,Verisk,US S&P 500
VZ,Verizon,US S&P 500
VRTX,Vertex Pharmaceuticals,US S&P 500
VFC,VF Corporation,US S&P 500
VTRS,Viatris,US S&P 500
VICI,Vici Properties,US S&P 500
V,Visa Inc.,US S&P 500
VMC,Vulcan Materials Company,US S&P 500
WAB,Wabtec,US S&P 500
WBA,Walgreens Boots Alliance,US S&P 500
WMT,Walmart,US S&P 500
WBD,Warner Bros. Discovery,US S&P 500
WM,Waste Management,US S&P 500
WAT,Waters Corporation,US S&P 500
WEC,WEC Energy Group,US S&P 500
WFC,Wells Fargo,US S&P 500
WELL,Welltower,US S&P 500
WST,West Pharmaceutical Services,US S&P 500
WDC,Western Digital,US S&P 500
WRK,WestRock,US S&P 500
WY,Weyerhaeuser,US S&P 500
WHR,Whirlpool Corporation,US S&P 500
WMB,Williams Companies,US S&P 500
WTW,Willis Towers Watson,US S&P 500
GWW,W. W. Grainger,US S&P 500
WYNN,Wynn Resorts,US S&P 500
XEL,Xcel Energy,US S&P 500
XYL,Xylem Inc.,US S&P 500
YUM,Yum! Brands,US S&P 500
ZBRA,Zebra Technologies,US S&P 500
ZBH,Zimmer Biomet,US S&P 500
ZION,Zions Bancorporation,US S&P 500
ZTS,Zoetis,US S&P 500
ATVI,Activision Blizzard,US NASDAQ 100
ADBE,Adobe Inc.,US NASDAQ 100
ADP,ADP,US NASDAQ 100
ABNB,Airbnb,US NASDAQ 100
ALGN,Align Technology,US NASDAQ 100
GOOGL,Alphabet Inc. (Class A),US NASDAQ 100
GOOG,Alphabet Inc. (Class C),US NASDAQ 100
AMZN,Amazon,US NASDAQ 100
AMD,Advanced Micro Devices Inc.,US NASDAQ 100
AEP,American Electric Power,US NASDAQ 100
AMGN,Amgen,US NASDAQ 100
ADI,Analog Devices,US NASDAQ 100
ANSS,Ansys,US NASDAQ 100
AAPL,Apple Inc.,US NASDAQ 100
AMAT,Applied Materials,US NASDAQ 100
ASML,ASML Holding,US NASDAQ 100
AZN,AstraZeneca,US NASDAQ 100
TEAM,Atlassian,US NASDAQ 100
ADSK,Autodesk,US NASDAQ 100
BKR,Baker Hughes,US NASDAQ 100
BIIB,Biogen,US NASDAQ 100
BKNG,Booking Holdings,US NASDAQ 100
AVGO,Broadcom Inc.,US NASDAQ 100
CDNS,Cadence Design Systems,US NASDAQ 100
CHTR,Charter Communications,US NASDAQ 100
CTAS,Cintas,US NASDAQ 100
CSCO,Cisco,US NASDAQ 100
CTSH,Cognizant,US NASDAQ 100
CMCSA,Comcast,US NASDAQ 100
CEG,Constellation Energy,US NASDAQ 100
CPRT,Copart,US NASDAQ 100
CSGP,CoStar Group,US NASDAQ 100
COST,Costco,US NASDAQ 100
CRWD,CrowdStrike,US NASDAQ 100
CSX,CSX Corporation,US NASDAQ 100
DDOG,Datadog,US NASDAQ 100
DXCM,DexCom,US NASDAQ 100
FANG,Diamondback Energy,US NASDAQ 100
DLTR,Dollar Tree,US NASDAQ 100
EBAY,eBay,US NASDAQ 100
EA,Electronic Arts,US NASDAQ 100
ENPH,Enphase Energy,US NASDAQ 100
EXC,Exelon,US NASDAQ 100
FAST,Fastenal,US NASDAQ 100
FISV,Fiserv,US NASDAQ 100
FTNT,Fortinet,US NASDAQ 100
GILD,Gilead Sciences,US NASDAQ 100
GFS,GlobalFoundries,US NASDAQ 100
HON,Honeywell,US NASDAQ 100
IDXX,Idexx Laboratories,US NASDAQ 100
ILMN,"Illumina, Inc.",US NASDAQ 100
INTC,Intel,US NASDAQ 100
INTU,Intuit,US NASDAQ 100
ISRG,Intuitive Surgical,US NASDAQ 100
JD,JD.com,US NASDAQ 100
KDP,Keurig Dr Pepper,US NASDAQ 100
KLAC,KLA Corporation,US NASDAQ 100
KHC,Kraft Heinz,US NASDAQ 100
LRCX,Lam Research,US NASDAQ 100
LCID,Lucid Motors,US NASDAQ 100
LULU,Lululemon,US NASDAQ 100
MAR,Marriott International,US NASDAQ 100
MRVL,Marvell Technology,US NASDAQ 100
MELI,MercadoLibre,US NASDAQ 100
META,Meta Platforms,US NASDAQ 100
MCHP,Microchip Technology,US NASDAQ 100
MU,Micron Technology,US NASDAQ 100
MSFT,Microsoft,US NASDAQ 100
MRNA,Moderna,US NASDAQ 100
MDLZ,Mondel?z International,US NASDAQ 100
MNST,Monster Beverage,US NASDAQ 100
NFLX,Netflix,US NASDAQ 100
NVDA,Nvidia,US NASDAQ 100
NXPI,NXP,US NASDAQ 100
ORLY,O'Reilly Automotive,US NASDAQ 100
ODFL,Old Dominion Freight Line,US NASDAQ 100
PCAR,Paccar,US NASDAQ 100
PANW,Palo Alto Networks,US NASDAQ 100
PAYX,Paychex,US NASDAQ 100
PYPL,PayPal,US NASDAQ 100
PDD,PDD Holdings,US NASDAQ 100
PEP,PepsiCo,US NASDAQ 100
QCOM,Qualcomm,US NASDAQ 100
REGN,Regeneron,US NASDAQ 100
RIVN,Rivian,US NASDAQ 100
ROST,Ross Stores,US NASDAQ 100
SGEN,Seagen,US NASDAQ 100
SIRI,Sirius XM,US NASDAQ 100
SBUX,Starbucks,US NASDAQ 100
SNPS,Synopsys,US NASDAQ 100
TMUS,T-Mobile US,US NASDAQ 100
TSLA,"Tesla, Inc.",US NASDAQ 100
TXN,Texas Instruments,US NASDAQ 100
VRSK,Verisk,US NASDAQ 100
VRTX,Vertex Pharmaceuticals,US NASDAQ 100
WBA,Walgreens Boots Alliance,US NASDAQ 100
WBD,Warner Bros. Discovery,US NASDAQ 100
WDAY,"Workday, Inc.",US NASDAQ 100
XEL,Xcel Energy,US NASDAQ 100
ZM,Zoom Video Communications,US NASDAQ 100
ZS,Zscaler,US NASDAQ 100
MMM,3M,US Dow Jones
AXP,American Express,US Dow Jones
AMGN,Amgen,US Dow Jones
AAPL,Apple,US Dow Jones
BA,Boeing,US Dow Jones
CAT,Caterpillar,US Dow Jones
CVX,Chevron,US Dow Jones
CSCO,Cisco,US Dow Jones
KO,Coca-Cola,US Dow Jones
DIS,Disney,US Dow Jones
DOW,Dow,US Dow Jones
GS,Goldman Sachs,US Dow Jones
HD,Home Depot,US Dow Jones
HON,Honeywell,US Dow Jones
IBM,IBM,US Dow Jones
INTC,Intel,US Dow Jones
JNJ,Johnson & Johnson,US Dow Jones
JPM,JPMorgan Chase,US Dow Jones
MCD,McDonald's,US Dow Jones
MRK,Merck,US Dow Jones
MSFT,Microsoft,US Dow Jones
NKE,Nike,US Dow Jones
PG,Procter & Gamble,US Dow Jones
CRM,Salesforce,US Dow Jones
TRV,Travelers,US Dow Jones
UNH,UnitedHealth Group,US Dow Jones
VZ,Verizon,US Dow Jones
V,Visa,US Dow Jones
WBA,Walgreens Boots Alliance,US Dow Jones
WMT,Walmart,US Dow Jones
TXG,10x Genomics,US Russell 1000
MMM,3M,US Russell 1000
ABT,Abbott,US Russell 1000
ABBV,AbbVie,US Russell 1000
ACHC,Acadia Healthcare,US Russell 1000
ACN,Accenture,US Russell 1000
ATVI,Activision Blizzard,US Russell 1000
AYI,Acuity Brands,US Russell 1000
ADM,ADM,US Russell 1000
ADBE,Adobe,US Russell 1000
ADP,ADP,US Russell 1000
ADT,ADT,US Russell 1000
AAP,Advance Auto Parts,US Russell 1000
WMS,Advanced Drainage Systems,US Russell 1000
ACM,AECOM,US Russell 1000
AES,AES,US Russell 1000
AFRM,Affirm,US Russell 1000
AFL,Aflac,US Russell 1000
AGCO,AGCO,US Russell 1000
A,Agilent Technologies,US Russell 1000
AGL,Agilon Health,US Russell 1000
AGNC,AGNC Investment,US Russell 1000
AIG,AIG,US Russell 1000
AL,Air Lease Corporation,US Russell 1000
APD,Air Products and Chemicals,US Russell 1000
ABNB,Airbnb,US Russell 1000
AKAM,Akamai,US Russell 1000
ALK,Alaska Air Group,US Russell 1000
ALB,Albemarle,US Russell 1000
ACI,Albertsons,US Russell 1000
AA,Alcoa,US Russell 1000
ARE,Alexandria,US Russell 1000
ALGN,Align,US Russell 1000
ALLE,Allegion,US Russell 1000
ALGM,Allegro MicroSystems,US Russell 1000
LNT,Alliant Energy,US Russell 1000
ALSN,Allison Transmission,US Russell 1000
ALL,Allstate,US Russell 1000
ALLY,Ally,US Russell 1000
ALNY,Alnylam,US Russell 1000
GOOGL,Alphabet (Class A),US Russell 1000
GOOG,Alphabet (Class C),US Russell 1000
AYX,Alteryx,US Russell 1000
ATUS,Altice USA,US Russell 1000
MO,Altria,US Russell 1000
AMZN,Amazon,US Russell 1000
AMC,AMC Theatres (Class A),US Russell 1000
AMCR,Amcor,US Russell 1000
AMD,AMD,US Russell 1000
DOX,Amdocs,US Russell 1000
AMED,Amedisys,US Russell 1000
AEE,Ameren,US Russell 1000
AAL,American Airlines Group,US Russell 1000
AEP,American Electric Power,US Russell 1000
AXP,American Express,US Russell 1000
AFG,American Financial Group,US Russell 1000
AMH,American Homes 4 Rent,US Russell 1000
AMT,American Tower,US Russell 1000
AWK,American Water,US Russell 1000
COLD,Americold,US Russell 1000
AMP,Ameriprise Financial,US Russell 1000
ABC,AmerisourceBergen,US Russell 1000
AME,Ametek,US Russell 1000
AMG,AMG,US Russell 1000
AMGN,Amgen,US Russell 1000
APH,Amphenol,US Russell 1000
ADI,Analog Devices,US Russell 1000
NLY,Annaly,US Russell 1000
ANSS,Ansys,US Russell 1000
AM,Antero Midstream,US Russell 1000
AR,Antero Resources,US Russell 1000
AON,AON,US Russell 1000
APA,APA Corporation,US Russell 1000
AIRC,Apartment Income REIT,US Russell 1000
APO,Apollo,US Russell 1000
AAPL,Apple,US Russell 1000
AMAT,Applied Materials,US Russell 1000
APP,AppLovin,US Russell 1000
ATR,AptarGroup,US Russell 1000
APTV,Aptiv,US Russell 1000
ARMK,Aramark,US Russell 1000
ACGL,Arch,US Russell 1000
AMBP,Ardagh Metal Packaging,US Russell 1000
ARES,Ares,US Russell 1000
ANET,Arista,US Russell 1000
AWI,Armstrong World Industries,US Russell 1000
ARW,Arrow Electronics,US Russell 1000
AJG,Arthur J. Gallagher & Co.,US Russell 1000
ASH,Ashland,US Russell 1000
AZPN,Aspen Technology,US Russell 1000
AIZ,Assurant,US Russell 1000
